Age,Gender,Weight_kg,Height_cm,Max_BPM,Avg_BPM,Resting_BPM,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_Liters,Workout_Frequency_Days,Experience_Level,BMI,Duration_Minutes,Calories_Per_Min
56,Male,109.6,166.0,188,166,66,1060.0,Cardio,20.5,3.1,3,2,39.77,77,13.77
51,Female,63.9,180.0,191,130,72,626.0,HIIT,33.7,2.7,4,2,19.72,64,9.78
55,Female,70.8,162.0,166,162,68,394.0,Fuerza,26.0,1.8,3,1,26.98,32,12.31
35,Female,55.3,156.0,187,139,56,1188.0,Fuerza,19.8,2.7,5,3,22.72,103,11.53
47,Male,73.9,180.0,173,140,50,942.0,Fuerza,28.3,3.7,3,1,22.81,82,11.49
32,Male,97.3,196.0,189,137,50,1025.0,HIIT,24.9,3.4,3,2,25.33,82,12.5
44,Female,60.4,165.0,176,169,54,966.0,HIIT,32.6,2.1,4,2,22.19,76,12.71
51,Male,49.3,161.0,191,129,55,868.0,Cardio,28.3,2.9,2,1,19.02,82,10.59
55,Male,91.8,178.0,165,153,65,1091.0,Cardio,23.5,3.4,3,1,28.97,86,12.69
50,Female,73.6,155.0,183,145,74,581.0,HIIT,33.9,2.1,3,1,30.63,53,10.96
32,Male,65.2,162.0,186,128,63,408.0,Cardio,25.3,3.4,2,1,24.84,35,11.66
47,Male,87.2,164.0,177,165,50,1634.0,Fuerza,15.0,3.5,4,3,32.42,120,13.62
34,Female,46.9,161.0,196,161,69,821.0,Fuerza,28.6,1.7,3,2,18.09,61,13.46
22,Female,72.1,162.0,183,123,59,849.0,HIIT,25.1,2.1,3,1,27.47,83,10.23
46,Female,62.5,154.0,197,125,73,906.0,Fuerza,18.1,2.7,4,3,26.35,97,9.34
27,Male,102.6,183.0,199,123,58,954.0,HIIT,26.5,3.5,3,2,30.64,85,11.22
27,Male,80.7,161.0,170,166,52,1598.0,Fuerza,14.3,3.5,4,3,31.13,105,15.22
37,Male,87.8,169.0,183,158,69,1573.0,HIIT,10.3,3.5,5,3,30.74,109,14.43
41,Male,74.3,161.0,160,136,51,714.0,Fuerza,24.8,3.5,4,2,28.66,64,11.16
22,Female,78.5,170.0,177,138,66,938.0,Fuerza,31.9,2.1,4,2,27.16,82,11.44
51,Female,77.3,158.0,171,168,68,733.0,Cardio,31.1,2.0,2,1,30.96,58,12.64
23,Female,64.5,170.0,187,125,72,319.0,Cardio,30.4,1.7,2,1,22.32,31,10.29
30,Female,77.9,177.0,166,130,62,916.0,Cardio,27.9,2.6,4,2,24.87,85,10.78
28,Female,69.6,158.0,182,135,50,1006.0,Cardio,27.8,2.0,3,2,27.88,89,11.3
40,Male,68.9,199.0,180,149,51,951.0,Cardio,25.0,2.4,4,2,17.4,70,13.59
33,Male,45.9,189.0,193,144,50,1148.0,Cardio,21.6,2.9,3,2,12.85,87,13.2
48,Female,68.2,169.0,170,159,73,537.0,HIIT,28.4,2.5,3,1,23.88,45,11.93
28,Female,79.6,159.0,181,130,54,968.0,HIIT,28.2,1.5,3,2,31.49,89,10.88
33,Female,53.6,152.0,194,126,73,643.0,Cardio,30.9,2.3,2,1,23.2,61,10.54
21,Male,74.2,193.0,187,141,56,1024.0,HIIT,28.3,2.5,3,2,19.92,79,12.96
57,Female,64.4,156.0,177,144,73,985.0,Cardio,17.8,2.7,5,3,26.46,91,10.82
21,Female,54.9,178.0,173,138,71,380.0,HIIT,31.7,2.0,2,1,17.33,33,11.52
42,Male,50.3,164.0,177,150,62,468.0,Fuerza,27.0,2.4,3,1,18.7,38,12.32
20,Female,46.5,168.0,187,145,72,660.0,HIIT,27.9,2.4,2,1,16.48,55,12.0
49,Male,57.8,199.0,183,161,67,741.0,HIIT,24.7,3.1,3,1,14.6,56,13.23
44,Male,82.5,179.0,167,155,70,1159.0,HIIT,13.8,3.5,5,3,25.75,91,12.74
49,Female,70.2,167.0,186,166,50,695.0,Fuerza,32.5,1.8,3,1,25.17,56,12.41
36,Male,121.9,193.0,195,132,54,1082.0,Cardio,21.8,3.4,3,2,32.73,89,12.16
22,Female,40.3,156.0,192,121,57,877.0,HIIT,30.8,2.1,4,2,16.56,87,10.08
35,Male,101.4,176.0,193,121,64,559.0,HIIT,23.6,2.9,2,1,32.74,50,11.18
59,Female,75.8,177.0,167,128,53,841.0,Fuerza,33.1,1.8,3,1,24.19,88,9.56
39,Male,71.7,188.0,198,147,51,445.0,Cardio,23.7,2.2,2,1,20.29,33,13.48
38,Female,57.7,156.0,185,132,54,1082.0,HIIT,16.6,2.7,5,3,23.71,98,11.04
23,Female,47.4,160.0,196,154,50,585.0,Fuerza,33.5,1.6,3,1,18.52,46,12.72
18,Female,57.2,175.0,193,160,74,1032.0,Cardio,33.5,2.4,3,2,18.68,77,13.4
22,Female,44.8,172.0,166,132,54,977.0,Cardio,28.6,1.8,4,2,15.14,89,10.98
58,Male,90.2,172.0,199,150,55,668.0,HIIT,28.3,2.1,2,1,30.49,54,12.37
43,Male,95.7,177.0,198,151,50,807.0,HIIT,24.2,3.4,3,1,30.55,65,12.42
51,Male,59.0,165.0,198,153,53,924.0,HIIT,20.7,2.3,3,2,21.67,73,12.66
31,Female,60.5,177.0,187,127,56,1092.0,HIIT,15.0,2.7,4,3,19.31,103,10.6
43,Female,53.8,172.0,173,160,71,742.0,Fuerza,30.2,2.3,4,2,18.19,62,11.97
26,Female,72.8,167.0,163,121,50,829.0,Fuerza,35.0,1.9,2,1,26.1,82,10.11
43,Female,66.3,177.0,177,157,57,1046.0,HIIT,32.7,1.7,4,2,21.16,89,11.75
47,Male,45.9,193.0,166,159,65,1015.0,Cardio,29.6,2.0,3,2,12.32,77,13.18
43,Male,94.0,179.0,187,156,62,1012.0,HIIT,23.2,3.4,2,1,29.34,79,12.81
18,Male,63.2,163.0,162,120,73,436.0,Cardio,27.5,2.2,3,1,23.79,40,10.9
25,Male,95.6,190.0,190,160,72,1294.0,Cardio,23.8,2.4,4,2,26.48,88,14.7
32,Male,85.3,164.0,178,123,69,1197.0,Cardio,13.2,3.5,4,3,31.71,106,11.29
39,Male,59.7,183.0,170,154,59,1143.0,Fuerza,29.1,2.3,4,2,17.83,81,14.11
43,Female,72.7,180.0,162,166,50,590.0,Cardio,32.8,2.1,3,1,22.44,47,12.55
45,Female,50.4,179.0,182,130,59,433.0,Cardio,27.7,2.5,2,1,15.73,44,9.84
31,Male,49.3,162.0,182,157,52,484.0,Fuerza,20.0,3.2,2,1,18.79,34,14.24
19,Female,49.1,168.0,193,164,58,1164.0,Cardio,25.3,2.6,4,2,17.4,85,13.69
31,Male,75.5,193.0,168,135,68,446.0,Cardio,20.5,3.4,2,1,20.27,36,12.39
24,Male,88.2,179.0,177,154,65,1491.0,HIIT,11.3,3.5,4,3,27.53,106,14.07
35,Male,62.8,163.0,184,160,63,1241.0,Cardio,21.9,3.7,4,2,23.64,85,14.6
55,Male,84.7,179.0,178,122,52,719.0,Cardio,23.3,2.4,3,2,26.43,71,10.13
52,Male,116.5,169.0,198,148,51,388.0,Cardio,27.3,2.4,2,1,40.79,32,12.12
32,Male,77.4,192.0,174,137,50,1047.0,Cardio,26.7,3.3,3,2,21.0,83,12.61
54,Female,58.4,159.0,186,166,73,807.0,Cardio,32.5,1.9,2,1,23.1,65,12.42
27,Male,89.3,187.0,169,153,62,1363.0,Fuerza,12.7,3.5,5,3,25.54,97,14.05
34,Female,59.0,162.0,178,150,56,847.0,Cardio,30.9,2.4,4,2,22.48,68,12.46
56,Male,58.7,186.0,187,159,65,858.0,Cardio,22.6,3.3,3,2,16.97,65,13.2
39,Male,127.5,182.0,180,161,70,1116.0,Fuerza,29.8,3.0,3,2,38.49,76,14.68
42,Female,56.7,153.0,192,149,74,717.0,Fuerza,27.4,1.9,3,1,24.22,64,11.2
30,Female,61.6,152.0,178,138,71,1228.0,Cardio,19.5,2.7,4,3,26.66,107,11.48
42,Male,79.3,193.0,181,147,50,888.0,Cardio,27.3,3.3,2,1,21.29,73,12.16
21,Female,72.6,168.0,162,127,70,756.0,Cardio,34.2,1.8,3,2,25.72,71,10.65
27,Male,76.7,170.0,196,150,56,792.0,HIIT,29.1,2.1,3,1,26.54,58,13.66
20,Female,44.2,161.0,177,122,69,659.0,HIIT,32.4,2.5,2,1,17.05,65,10.14
35,Male,100.9,163.0,161,163,59,986.0,Cardio,28.4,3.1,2,1,37.98,66,14.94
53,Female,55.8,155.0,171,141,54,711.0,Fuerza,27.0,1.8,4,2,23.23,67,10.61
39,Male,58.3,193.0,165,136,58,1010.0,Cardio,27.4,3.7,4,2,15.65,81,12.47
51,Male,48.6,177.0,199,155,74,1128.0,Fuerza,26.9,3.5,2,1,15.51,88,12.82
36,Female,60.0,172.0,161,128,51,1043.0,Fuerza,18.2,2.7,5,3,20.28,98,10.64
59,Male,126.4,169.0,168,149,68,915.0,Fuerza,29.5,2.9,3,1,44.26,74,12.36
58,Female,75.4,178.0,161,140,63,662.0,Cardio,26.0,2.5,4,2,23.8,63,10.51
23,Female,65.2,162.0,192,156,59,1069.0,Cardio,31.1,2.5,3,2,24.84,82,13.04
43,Female,70.1,166.0,169,151,58,673.0,Fuerza,34.6,2.6,2,1,25.44,59,11.41
51,Male,102.6,177.0,193,130,59,779.0,HIIT,21.0,3.4,2,1,32.75,73,10.67
23,Male,107.2,193.0,167,139,55,879.0,HIIT,20.2,3.1,4,2,28.78,69,12.74
54,Female,56.5,175.0,196,154,66,1220.0,HIIT,15.3,2.7,5,3,18.45,106,11.51
50,Female,61.6,175.0,192,166,74,911.0,Fuerza,25.5,2.2,4,2,20.11,73,12.48
39,Male,81.7,175.0,165,165,55,1198.0,Cardio,29.1,2.8,4,2,26.68,79,15.16
23,Male,116.8,179.0,178,127,69,698.0,Fuerza,26.8,3.4,4,2,36.45,60,11.63
23,Female,60.1,159.0,191,123,52,1107.0,HIIT,17.6,2.7,4,3,23.77,108,10.25
21,Male,93.7,173.0,186,146,72,803.0,Cardio,27.8,3.6,2,1,31.31,60,13.38
47,Male,127.1,176.0,199,157,73,552.0,Fuerza,24.9,3.0,2,1,41.03,43,12.84
48,Female,69.1,160.0,191,166,53,1001.0,Fuerza,26.1,2.0,4,2,26.99,80,12.51
20,Female,71.3,158.0,167,167,54,893.0,HIIT,25.4,1.5,3,2,28.56,64,13.95
57,Male,96.3,186.0,168,146,74,795.0,Fuerza,27.6,2.2,3,2,27.84,66,12.05
54,Female,67.5,154.0,182,140,50,454.0,Cardio,25.2,1.5,3,1,28.46,43,10.56
53,Female,64.4,155.0,194,139,62,1107.0,HIIT,19.7,2.7,4,3,26.81,106,10.44
41,Female,64.9,157.0,166,123,53,576.0,HIIT,25.9,2.4,4,2,26.33,62,9.29
23,Female,56.7,155.0,179,132,73,911.0,Cardio,34.0,1.9,4,2,23.6,83,10.98
19,Female,46.8,163.0,184,128,63,864.0,HIIT,34.4,1.6,4,2,17.61,81,10.67
37,Female,70.3,177.0,162,123,52,621.0,Fuerza,33.7,1.7,2,1,22.44,61,10.18
28,Female,56.0,150.0,193,128,56,1242.0,Fuerza,16.7,2.7,5,3,24.89,116,10.71
32,Female,56.6,157.0,170,167,72,1378.0,HIIT,15.7,2.7,4,3,22.96,99,13.92
47,Male,127.8,165.0,198,157,60,598.0,Cardio,28.7,3.5,2,1,46.94,46,13.0
55,Female,49.3,176.0,194,161,73,927.0,Fuerza,30.5,2.0,2,1,15.92,77,12.04
19,Female,64.3,163.0,197,132,57,1234.0,Cardio,18.0,2.7,5,3,24.2,112,11.02
32,Male,49.3,162.0,167,158,74,1025.0,Fuerza,29.3,2.5,3,2,18.79,71,14.44
28,Female,63.0,162.0,196,147,55,500.0,Fuerza,31.7,1.9,2,1,24.01,41,12.2
43,Female,40.5,174.0,187,143,51,965.0,HIIT,32.9,2.2,3,2,13.38,90,10.72
22,Male,71.0,162.0,199,138,68,691.0,HIIT,21.2,3.5,2,1,27.05,55,12.56
23,Female,60.9,162.0,193,168,69,1336.0,Cardio,16.8,2.7,5,3,23.21,95,14.06
21,Female,51.0,171.0,174,132,73,706.0,HIIT,34.2,2.2,3,2,17.44,64,11.03
36,Female,57.7,177.0,176,147,63,1213.0,Fuerza,19.4,2.7,4,3,18.42,99,12.25
37,Male,76.9,182.0,192,121,50,992.0,Fuerza,24.5,2.8,4,2,23.22,89,11.15
37,Female,73.3,174.0,188,141,65,726.0,Cardio,25.5,2.4,3,2,24.21,62,11.71
18,Male,114.5,197.0,192,128,60,725.0,Cardio,24.1,2.6,3,1,29.5,62,11.69
31,Female,53.5,176.0,172,133,69,811.0,Fuerza,27.6,1.8,4,2,17.27,73,11.11
54,Female,70.1,152.0,180,139,65,475.0,HIIT,26.6,2.1,2,1,30.34,46,10.33
28,Male,86.9,178.0,164,134,68,951.0,HIIT,24.9,3.7,4,2,27.43,77,12.35
30,Male,90.0,166.0,165,152,71,1104.0,Cardio,26.6,2.1,4,2,32.66,79,13.97
20,Male,85.7,192.0,172,136,58,1287.0,Cardio,10.5,3.5,5,3,23.25,103,12.5
50,Female,70.4,155.0,160,143,58,470.0,Fuerza,29.9,2.7,2,1,29.3,44,10.68
23,Male,57.7,171.0,179,149,58,942.0,Fuerza,27.0,3.4,3,2,19.73,69,13.65
27,Male,75.7,176.0,167,132,66,494.0,Cardio,25.3,2.3,3,1,24.44,41,12.05
40,Male,80.3,176.0,168,167,74,1497.0,Fuerza,13.1,3.5,5,3,25.92,98,15.28
27,Male,104.3,168.0,162,135,62,950.0,Cardio,29.7,3.5,3,2,36.95,77,12.34
19,Female,65.7,158.0,170,121,57,883.0,Cardio,25.9,1.9,3,2,26.32,88,10.03
57,Female,51.9,157.0,169,151,67,713.0,HIIT,29.1,2.6,3,2,21.06,63,11.32
19,Female,59.1,157.0,184,162,50,1336.0,Cardio,17.9,2.7,5,3,23.98,99,13.49
37,Female,66.9,175.0,184,127,50,876.0,Fuerza,26.5,2.1,4,2,21.84,83,10.55
34,Male,102.1,171.0,185,135,72,713.0,HIIT,27.3,3.2,2,1,34.92,58,12.29
26,Male,51.9,200.0,173,133,54,549.0,HIIT,26.6,2.3,2,1,12.97,45,12.2
28,Male,58.3,200.0,198,135,65,980.0,Fuerza,28.2,3.0,4,2,14.57,79,12.41
32,Male,89.8,192.0,199,168,67,1783.0,Fuerza,10.6,3.5,4,3,24.36,116,15.37
55,Male,118.6,172.0,163,168,67,640.0,Fuerza,25.9,2.6,3,1,40.09,46,13.91
52,Male,84.8,185.0,189,152,50,895.0,Cardio,23.4,3.2,2,1,24.78,71,12.61
47,Male,80.0,177.0,171,149,68,531.0,HIIT,28.2,3.5,3,1,25.54,43,12.35
31,Female,77.4,171.0,190,137,52,863.0,Cardio,26.2,1.8,4,2,26.47,76,11.36
28,Female,72.9,167.0,197,147,74,831.0,Cardio,34.7,2.2,3,2,26.14,68,12.22
26,Female,71.2,150.0,182,142,54,816.0,Cardio,34.6,2.6,2,1,31.64,69,11.83
51,Male,88.2,162.0,163,133,72,1027.0,Cardio,11.8,3.5,4,3,33.61,94,10.93
52,Female,57.9,156.0,166,152,68,1135.0,HIIT,15.8,2.7,4,3,23.79,100,11.35
52,Female,70.6,158.0,181,164,67,753.0,HIIT,34.9,2.0,3,2,28.28,61,12.34
18,Male,118.6,164.0,188,134,67,693.0,Cardio,25.6,2.7,3,1,44.1,56,12.38
57,Male,55.7,199.0,170,126,70,705.0,Fuerza,23.6,3.0,3,2,14.07,68,10.37
46,Male,72.6,187.0,188,161,64,1044.0,HIIT,22.6,3.4,4,2,20.76,79,13.22
25,Female,63.8,168.0,198,165,67,784.0,Cardio,31.6,1.9,2,1,22.6,57,13.75
28,Female,67.3,167.0,171,157,74,479.0,Fuerza,29.2,2.3,3,1,24.13,37,12.95
58,Female,59.3,158.0,166,165,56,1463.0,Fuerza,19.8,2.7,4,3,23.75,118,12.4
54,Female,70.7,157.0,198,163,65,836.0,Cardio,31.8,2.1,3,1,28.68,68,12.29
47,Male,98.2,190.0,199,148,64,557.0,HIIT,22.9,3.0,3,1,27.2,46,12.11
52,Male,63.6,162.0,168,150,55,965.0,Fuerza,20.8,2.3,4,2,24.23,78,12.37
38,Female,45.2,168.0,193,144,58,727.0,HIIT,29.9,2.4,3,2,16.01,61,11.92
54,Male,117.2,162.0,172,143,56,736.0,HIIT,23.1,2.3,4,2,44.66,62,11.87
22,Male,107.4,174.0,195,138,63,1017.0,Fuerza,22.0,2.2,2,1,35.47,80,12.71
36,Female,59.1,178.0,184,121,60,514.0,Cardio,34.5,2.2,2,1,18.65,51,10.08
31,Female,53.3,164.0,183,141,70,402.0,Fuerza,29.4,2.4,3,1,19.82,34,11.82
43,Male,46.2,163.0,176,139,65,812.0,Fuerza,21.7,2.1,2,1,17.39,71,11.44
42,Male,86.3,177.0,172,127,55,1113.0,HIIT,11.4,3.5,4,3,27.55,106,10.5
59,Male,85.5,167.0,190,144,71,1418.0,Cardio,15.0,3.5,5,3,30.66,119,11.92
42,Male,70.2,187.0,188,165,65,1127.0,HIIT,22.7,3.4,3,2,20.07,83,13.58
35,Male,127.1,162.0,187,128,69,718.0,Fuerza,23.3,3.4,4,2,48.43,61,11.77
57,Female,75.6,167.0,186,153,65,723.0,Cardio,31.6,1.8,3,2,27.11,63,11.48
25,Female,62.6,165.0,174,142,61,852.0,Cardio,27.9,2.2,3,1,22.99,72,11.83
56,Female,55.7,153.0,190,124,66,1066.0,Cardio,16.1,2.7,5,3,23.79,115,9.27
57,Male,96.1,174.0,199,144,54,862.0,Cardio,21.6,2.8,3,2,31.74,73,11.81
49,Male,57.2,189.0,192,135,62,762.0,Cardio,21.1,3.5,2,1,16.01,68,11.21
55,Male,69.9,181.0,179,167,57,992.0,Fuerza,20.2,2.1,4,2,21.34,72,13.78
40,Male,87.9,187.0,196,134,54,1445.0,Fuerza,10.7,3.5,5,3,25.14,118,12.25
32,Male,102.8,198.0,168,120,61,818.0,Fuerza,27.8,2.8,3,2,26.22,74,11.05
50,Female,51.8,150.0,182,141,58,838.0,HIIT,33.0,2.2,3,1,23.02,79,10.61
42,Female,57.7,157.0,167,122,52,1005.0,Cardio,17.7,2.7,4,3,23.41,110,9.14
34,Female,66.5,169.0,191,157,52,636.0,Cardio,28.1,2.3,3,1,23.28,49,12.98
50,Male,95.4,161.0,173,133,50,764.0,Fuerza,21.5,3.6,4,2,36.8,70,10.91
19,Female,69.2,160.0,186,155,74,907.0,Cardio,32.4,1.6,3,1,27.03,70,12.96
57,Male,83.4,165.0,172,166,67,1290.0,HIIT,13.3,3.5,4,3,30.63,94,13.72
57,Female,43.8,175.0,180,160,73,1001.0,Cardio,25.1,1.7,2,1,14.3,83,12.06
56,Female,64.2,169.0,190,137,61,1227.0,Cardio,19.6,2.7,5,3,22.48,119,10.31
23,Male,87.3,191.0,164,129,58,1327.0,HIIT,11.8,3.5,5,3,23.93,112,11.85
24,Male,87.1,174.0,187,158,67,1364.0,Fuerza,10.0,3.5,4,3,28.77,94,14.51
25,Male,66.6,161.0,184,166,56,1260.0,Fuerza,25.0,3.0,2,1,25.69,83,15.18
59,Female,60.4,176.0,194,120,53,929.0,Cardio,18.8,2.7,5,3,19.5,103,9.02
32,Male,126.4,183.0,198,146,62,883.0,HIIT,28.2,2.1,3,2,37.74,66,13.38
46,Male,88.7,163.0,166,146,66,542.0,Fuerza,28.8,3.5,2,1,33.38,45,12.04
